!Keysight Technologies,E4990A,MY54302532,A.03.02
!Date: Wed May 07 10:40:29 2025

BEGIN CH1_DATA
Frequency(Hz), |Z|(Ohm)-data, theta-z(deg)-data
+2.57130367000e+005, +4.01805656034e+002, -6.39183632290e+001
+2.57464764000e+005, +3.93959563823e+002, -6.51160001480e+001
+2.57799595000e+005, +3.87059656628e+002, -6.60186073568e+001
+2.58134863000e+005, +3.81291207517e+002, -6.67993951880e+001
+2.58470566000e+005, +3.75818430620e+002, -6.76279204138e+001
+2.58806706000e+005, +3.69980862644e+002, -6.83992426195e+001
+2.59143283000e+005, +3.63658743320e+002, -6.91141272599e+001
+2.59480298000e+005, +3.56836426242e+002, -6.95774013772e+001
+2.59817751000e+005, +3.51151367672e+002, -6.97991472282e+001
+2.60155643000e+005, +3.46672595037e+002, -7.00028888101e+001
+2.60493974000e+005, +3.42232171110e+002, -7.02361457237e+001
+2.60832746000e+005, +3.38019350599e+002, -7.03003901652e+001
+2.61171957000e+005, +3.35228904210e+002, -7.03538467289e+001
+2.61511610000e+005, +3.32695068516e+002, -7.05526771646e+001
+2.61851705000e+005, +3.29783880423e+002, -7.07325274390e+001
+2.62192242000e+005, +3.28529654171e+002, -7.09518136678e+001
+2.62533222000e+005, +3.27073260441e+002, -7.10418266159e+001
+2.62874646000e+005, +3.25863540362e+002, -7.14123627718e+001
+2.63216513000e+005, +3.23087749496e+002, -7.18761093908e+001
+2.63558825000e+005, +3.19417092641e+002, -7.21077570052e+001
+2.63901582000e+005, +3.16648389935e+002, -7.21304856877e+001
+2.64244785000e+005, +3.14439741607e+002, -7.23252901637e+001
+2.64588434000e+005, +3.11998282461e+002, -7.24943793782e+001
+2.64932530000e+005, +3.09585557218e+002, -7.26499673133e+001
+2.65277074000e+005, +3.07079967366e+002, -7.27525039169e+001
+2.65622066000e+005, +3.04847493513e+002, -7.27538528576e+001
+2.65967506000e+005, +3.03607971406e+002, -7.27319338501e+001
+2.66313396000e+005, +3.02996569342e+002, -7.29491408602e+001
+2.66659735000e+005, +3.01412286917e+002, -7.32786831015e+001
+2.67006525000e+005, +2.99243202200e+002, -7.34868450035e+001
+2.67353766000e+005, +2.97481704503e+002, -7.37032410266e+001
+2.67701459000e+005, +2.95368844113e+002, -7.39393064396e+001
+2.68049603000e+005, +2.93080194819e+002, -7.41414759338e+001
+2.68398201000e+005, +2.90674791323e+002, -7.43138047845e+001
+2.68747251000e+005, +2.88284327195e+002, -7.44073889234e+001
+2.69096756000e+005, +2.86217037357e+002, -7.44737099370e+001
+2.69446715000e+005, +2.84495323784e+002, -7.46137376219e+001
+2.69797130000e+005, +2.82306566528e+002, -7.47909090988e+001
+2.70148000000e+005, +2.79900635021e+002, -7.49362376679e+001
+2.70499326000e+005, +2.77466852100e+002, -7.50344768548e+001
+2.70851109000e+005, +2.74890890489e+002, -7.50567581243e+001
+2.71203350000e+005, +2.72807378341e+002, -7.49930911017e+001
+2.71556049000e+005, +2.71293945113e+002, -7.50511746364e+001
+2.71909206000e+005, +2.69216134004e+002, -7.52232266299e+001
+2.72262823000e+005, +2.66539193169e+002, -7.53607975221e+001
+2.72616900000e+005, +2.63484739774e+002, -7.53844922214e+001
+2.72971437000e+005, +2.60558687556e+002, -7.52552989633e+001
+2.73326435000e+005, +2.58089356599e+002, -7.50768614878e+001
+2.73681895000e+005, +2.55703485769e+002, -7.49133403320e+001
+2.74037817000e+005, +2.53274355405e+002, -7.46577954539e+001
+2.74394202000e+005, +2.51343923896e+002, -7.43482201653e+001
+2.74751051000e+005, +2.49726579602e+002, -7.40323145343e+001
+2.75108364000e+005, +2.48495137426e+002, -7.37439258149e+001
+2.75466141000e+005, +2.47244437710e+002, -7.35182293939e+001
+2.75824384000e+005, +2.46116163829e+002, -7.32498566552e+001
+2.76183092000e+005, +2.45397298543e+002, -7.30258498564e+001
+2.76542267000e+005, +2.44773312344e+002, -7.29295075155e+001
+2.76901909000e+005, +2.43763788711e+002, -7.29261371057e+001
+2.77262019000e+005, +2.42284544292e+002, -7.28799221865e+001
+2.77622597000e+005, +2.40948388781e+002, -7.27565447553e+001
+2.77983644000e+005, +2.39789885829e+002, -7.27044206004e+001
+2.78345161000e+005, +2.38240762224e+002, -7.27395122811e+001
+2.78707147000e+005, +2.36022505334e+002, -7.27189076274e+001
+2.79069605000e+005, +2.33495579330e+002, -7.25595860945e+001
+2.79432534000e+005, +2.30960276133e+002, -7.22105470239e+001
+2.79795935000e+005, +2.29128116250e+002, -7.17204430734e+001
+2.80159808000e+005, +2.27849480964e+002, -7.12724619040e+001
+2.80524155000e+005, +2.26813030232e+002, -7.08577813018e+001
+2.80888975000e+005, +2.25903099874e+002, -7.05008383912e+001
+2.81254270000e+005, +2.25001908543e+002, -7.01632196263e+001
+2.81620040000e+005, +2.23964446168e+002, -6.98806674919e+001
+2.81986286000e+005, +2.22571196409e+002, -6.95073957842e+001
+2.82353008000e+005, +2.21391676951e+002, -6.90225366158e+001
+2.82720207000e+005, +2.20641831641e+002, -6.84846015672e+001
+2.83087883000e+005, +2.20229624033e+002, -6.79525142610e+001
+2.83456038000e+005, +2.20418509655e+002, -6.74521947762e+001
+2.83824671000e+005, +2.20773225876e+002, -6.71735442928e+001
+2.84193784000e+005, +2.20589606147e+002, -6.69780001361e+001
+2.84563377000e+005, +2.20118556241e+002, -6.67632994812e+001
+2.84933450000e+005, +2.19426070940e+002, -6.64999493859e+001
+2.85304005000e+005, +2.18877955242e+002, -6.61602742549e+001
+2.85675042000e+005, +2.18446180018e+002, -6.58755977852e+001
+2.86046561000e+005, +2.17629412094e+002, -6.56099872222e+001
+2.86418563000e+005, +2.16495194370e+002, -6.51805855692e+001
+2.86791050000e+005, +2.15870786849e+002, -6.45470600622e+001
+2.87164020000e+005, +2.16354866557e+002, -6.38748646526e+001
+2.87537476000e+005, +2.17727366563e+002, -6.35153698935e+001
+2.87911417000e+005, +2.18225098033e+002, -6.34637798398e+001
+2.88285845000e+005, +2.17735924327e+002, -6.33074729313e+001
+2.88660759000e+005, +2.17400147409e+002, -6.30080136072e+001
+2.89036161000e+005, +2.17086282632e+002, -6.27494333406e+001
+2.89412052000e+005, +2.16538017537e+002, -6.24477640892e+001
+2.89788431000e+005, +2.15829026509e+002, -6.20900416349e+001
+2.90165300000e+005, +2.15078905745e+002, -6.16098510605e+001
+2.90542658000e+005, +2.14591265271e+002, -6.10244859744e+001
+2.90920508000e+005, +2.14435752982e+002, -6.03619770050e+001
+2.91298849000e+005, +2.14771126169e+002, -5.96867704874e+001
+2.91677682000e+005, +2.15146033874e+002, -5.90510783251e+001
+2.92057007000e+005, +2.15682884095e+002, -5.82031756914e+001
+2.92436826000e+005, +2.18063910037e+002, -5.73255583988e+001
+2.92817139000e+005, +2.21336656030e+002, -5.70214084478e+001
+2.93197947000e+005, +2.22618182917e+002, -5.70943638130e+001
+2.93579249000e+005, +2.22250115280e+002, -5.67312157815e+001
+2.93961048000e+005, +2.23073785603e+002, -5.59354903661e+001
+2.94343343000e+005, +2.25146255785e+002, -5.51661238981e+001
+2.94726135000e+005, +2.28366071123e+002, -5.45015611655e+001
+2.95109426000e+005, +2.32279683837e+002, -5.39011288314e+001
+2.95493214000e+005, +2.37351763320e+002, -5.37323736228e+001
+2.95877502000e+005, +2.42527606006e+002, -5.38393693715e+001
+2.96262289000e+005, +2.47491235192e+002, -5.44276130666e+001
+2.96647577000e+005, +2.50357017683e+002, -5.53393790892e+001
+2.97033366000e+005, +2.51307953788e+002, -5.61217484766e+001
+2.97419657000e+005, +2.51107176875e+002, -5.66935960602e+001
+2.97806450000e+005, +2.50646475104e+002, -5.69445943183e+001
+2.98193746000e+005, +2.50673341663e+002, -5.70164221516e+001
+2.98581546000e+005, +2.51561511260e+002, -5.69814364076e+001
+2.98969850000e+005, +2.53510884343e+002, -5.70970969407e+001
+2.99358659000e+005, +2.55047674271e+002, -5.75221976692e+001
+2.99747973000e+005, +2.55551342897e+002, -5.78726931048e+001
+3.00137794000e+005, +2.56615698795e+002, -5.81938509090e+001
+3.00528122000e+005, +2.57401050006e+002, -5.87246513808e+001
+3.00918958000e+005, +2.57018967958e+002, -5.93367172086e+001
+3.01310302000e+005, +2.55422584250e+002, -5.97939409726e+001
+3.01702155000e+005, +2.53512946474e+002, -5.99362537514e+001
+3.02094517000e+005, +2.52639508564e+002, -5.99188575327e+001
+3.02487390000e+005, +2.52129941153e+002, -6.00641073312e+001
+3.02880773000e+005, +2.50675937027e+002, -6.02144104272e+001
+3.03274669000e+005, +2.48797646978e+002, -6.01311831973e+001
+3.03669076000e+005, +2.47024845119e+002, -5.97976836366e+001
+3.04063996000e+005, +2.45982753541e+002, -5.90685508055e+001
+3.04459430000e+005, +2.47808750080e+002, -5.80685074167e+001
+3.04855379000e+005, +2.53447328704e+002, -5.75969607386e+001
+3.05251842000e+005, +2.58607924174e+002, -5.82111482315e+001
+3.05648821000e+005, +2.60720573034e+002, -5.90392465219e+001
+3.06046316000e+005, +2.61867984144e+002, -5.97825676776e+001
+3.06444328000e+005, +2.62170763081e+002, -6.05782941713e+001
+3.06842857000e+005, +2.61710926115e+002, -6.12882898306e+001
+3.07241905000e+005, +2.61229384940e+002, -6.21425128736e+001
+3.07641472000e+005, +2.58777925137e+002, -6.31482221805e+001
+3.08041558000e+005, +2.54225641973e+002, -6.38508538109e+001
+3.08442165000e+005, +2.49604356734e+002, -6.41435492040e+001
+3.08843293000e+005, +2.44538692739e+002, -6.39600575488e+001
+3.09244942000e+005, +2.42634688829e+002, -6.37130027002e+001
+3.09647114000e+005, +2.39064847398e+002, -6.40341060453e+001
+3.10049809000e+005, +2.33763827003e+002, -6.33948539668e+001
+3.10453027000e+005, +2.29648054769e+002, -6.26341214763e+001
+3.10856770000e+005, +2.28225901523e+002, -6.13503361069e+001
+3.11261038000e+005, +2.27176967372e+002, -6.06172590137e+001
+3.11665832000e+005, +2.25954813229e+002, -5.97304344483e+001
+3.12071152000e+005, +2.25637891511e+002, -5.85465374144e+001
+3.12476999000e+005, +2.27754469005e+002, -5.73935353615e+001
+3.12883374000e+005, +2.31242444051e+002, -5.68258818038e+001
+3.13290278000e+005, +2.33965627148e+002, -5.67280978632e+001
+3.13697711000e+005, +2.34796092842e+002, -5.67571140508e+001
+3.14105673000e+005, +2.34853421568e+002, -5.65691030065e+001
+3.14514166000e+005, +2.34610288378e+002, -5.63450269942e+001
+3.14923191000e+005, +2.34355850327e+002, -5.58708069006e+001
+3.15332747000e+005, +2.35045524723e+002, -5.54524404582e+001
+3.15742836000e+005, +2.34833563750e+002, -5.51686653273e+001
+3.16153458000e+005, +2.33827416453e+002, -5.45309479475e+001
+3.16564614000e+005, +2.34000190614e+002, -5.33951032443e+001
+3.16976305000e+005, +2.36531715023e+002, -5.22086873645e+001
+3.17388532000e+005, +2.40363482303e+002, -5.12508273940e+001
+3.17801294000e+005, +2.45429022676e+002, -5.05186045540e+001
+3.18214594000e+005, +2.50920601550e+002, -5.03514349885e+001
+3.18628430000e+005, +2.54517801514e+002, -5.06619306862e+001
+3.19042805000e+005, +2.55509480454e+002, -5.08726867972e+001
+3.19457719000e+005, +2.56105217657e+002, -5.05725737667e+001
+3.19873173000e+005, +2.58316736586e+002, -5.00634542456e+001
+3.20289166000e+005, +2.61132718006e+002, -4.96348812212e+001
+3.20705701000e+005, +2.64532917627e+002, -4.91069228187e+001
+3.21122777000e+005, +2.69184242312e+002, -4.85646136030e+001
+3.21540396000e+005, +2.75375124544e+002, -4.81881514032e+001
+3.21958558000e+005, +2.81929043785e+002, -4.81364790875e+001
+3.22377264000e+005, +2.88857958957e+002, -4.81933215834e+001
+3.22796514000e+005, +2.96690759569e+002, -4.86380648253e+001
+3.23216310000e+005, +3.03402492719e+002, -4.95499390043e+001
+3.23636651000e+005, +3.07685061387e+002, -5.05768619979e+001
+3.24057539000e+005, +3.10660110450e+002, -5.13235154105e+001
+3.24478975000e+005, +3.14782752245e+002, -5.19525712844e+001
+3.24900959000e+005, +3.19225858161e+002, -5.28696816740e+001
+3.25323491000e+005, +3.21955000495e+002, -5.39668542923e+001
+3.25746573000e+005, +3.23300596181e+002, -5.48383901254e+001
+3.26170205000e+005, +3.25712702186e+002, -5.55220994731e+001
+3.26594388000e+005, +3.29256269108e+002, -5.65054882822e+001
+3.27019122000e+005, +3.31031402277e+002, -5.78403782390e+001
+3.27444410000e+005, +3.30236499125e+002, -5.90964307968e+001
+3.27870250000e+005, +3.28396132682e+002, -6.00451620895e+001
+3.28296644000e+005, +3.27022138582e+002, -6.07894728103e+001
+3.28723592000e+005, +3.26113807039e+002, -6.15267290407e+001
+3.29151096000e+005, +3.25351861204e+002, -6.23288068282e+001
+3.29579155000e+005, +3.23926585516e+002, -6.32343215337e+001
+3.30007772000e+005, +3.21097376387e+002, -6.41579652616e+001
+3.30436945000e+005, +3.16531586475e+002, -6.48508302369e+001
+3.30866677000e+005, +3.11940147652e+002, -6.50396553395e+001
+3.31296968000e+005, +3.09369629893e+002, -6.49347655321e+001
+3.31727818000e+005, +3.09139894980e+002, -6.48395498127e+001
+3.32159229000e+005, +3.10330327496e+002, -6.51157341134e+001
+3.32591201000e+005, +3.10535318368e+002, -6.57534738948e+001
+3.33023734000e+005, +3.09213936462e+002, -6.64235251634e+001
+3.33456830000e+005, +3.06913509287e+002, -6.70384111488e+001
+3.33890489000e+005, +3.04114061954e+002, -6.75167792437e+001
+3.34324713000e+005, +3.01130248504e+002, -6.79024990506e+001
+3.34759501000e+005, +2.97974471506e+002, -6.81681303810e+001
+3.35194854000e+005, +2.94979489403e+002, -6.83466615829e+001
+3.35630773000e+005, +2.91667760786e+002, -6.84538083873e+001
+3.36067260000e+005, +2.88504538605e+002, -6.83329394762e+001
+3.36504314000e+005, +2.86311562907e+002, -6.81012022585e+001
+3.36941936000e+005, +2.84640720611e+002, -6.79199255128e+001
+3.37380128000e+005, +2.82776441505e+002, -6.76675888470e+001
+3.37818889000e+005, +2.81685090703e+002, -6.72621052502e+001
+3.38258222000e+005, +2.81528433648e+002, -6.68162530243e+001
+3.38698125000e+005, +2.82325394519e+002, -6.64271471737e+001
+3.39138600000e+005, +2.83949458507e+002, -6.61915688377e+001
+3.39579649000e+005, +2.85523413527e+002, -6.61721269090e+001
+3.40021271000e+005, +2.86806964520e+002, -6.61534072278e+001
+3.40463467000e+005, +2.88651770079e+002, -6.62005220867e+001
+3.40906238000e+005, +2.90303978871e+002, -6.64313136624e+001
+3.41349585000e+005, +2.91454197946e+002, -6.67091388782e+001
+3.41793509000e+005, +2.92297447572e+002, -6.69919365527e+001
+3.42238010000e+005, +2.93292456329e+002, -6.72693961603e+001
+3.42683089000e+005, +2.94189358005e+002, -6.76745031011e+001
+3.43128747000e+005, +2.94351639175e+002, -6.80627823969e+001
+3.43574985000e+005, +2.94864643684e+002, -6.83787696667e+001
+3.44021803000e+005, +2.95548612041e+002, -6.88158259962e+001
+3.44469202000e+005, +2.96034150092e+002, -6.93482696401e+001
+3.44917182000e+005, +2.95873246539e+002, -7.00366363265e+001
+3.45365746000e+005, +2.94494221652e+002, -7.06943584261e+001
+3.45814893000e+005, +2.92530076575e+002, -7.12585769943e+001
+3.46264623000e+005, +2.89864540800e+002, -7.17061492713e+001
+3.46714939000e+005, +2.87110061290e+002, -7.19330051972e+001
+3.47165840000e+005, +2.85043537467e+002, -7.20460758292e+001
+3.47617328000e+005, +2.83434045193e+002, -7.21987450660e+001
+3.48069403000e+005, +2.81558863040e+002, -7.23539325391e+001
+3.48522066000e+005, +2.79713390842e+002, -7.24178214144e+001
+3.48975317000e+005, +2.78162246503e+002, -7.24671602681e+001
+3.49429158000e+005, +2.76459771669e+002, -7.24758958429e+001
+3.49883590000e+005, +2.75239761372e+002, -7.23595445580e+001
+3.50338612000e+005, +2.74800430175e+002, -7.22342353399e+001
+3.50794226000e+005, +2.74949662529e+002, -7.22568226585e+001
+3.51250432000e+005, +2.74872771092e+002, -7.24422580294e+001
+3.51707232000e+005, +2.74201480537e+002, -7.26834450983e+001
+3.52164626000e+005, +2.73038081892e+002, -7.28678617003e+001
+3.52622614000e+005, +2.71802718064e+002, -7.29349524103e+001
+3.53081199000e+005, +2.71154713975e+002, -7.29690394462e+001
+3.53540379000e+005, +2.70661396300e+002, -7.31110630619e+001
+3.54000157000e+005, +2.69748854311e+002, -7.32482437042e+001
+3.54460533000e+005, +2.68997078978e+002, -7.33458759574e+001
+3.54921507000e+005, +2.68299752288e+002, -7.34901891232e+001
+3.55383081000e+005, +2.67503352024e+002, -7.36813285909e+001
+3.55845255000e+005, +2.66493737168e+002, -7.39330005325e+001
+3.56308031000e+005, +2.64791711930e+002, -7.42029046232e+001
+3.56771408000e+005, +2.62633856150e+002, -7.43590319673e+001
+3.57235388000e+005, +2.60380260852e+002, -7.43764054798e+001
+3.57699971000e+005, +2.58576926361e+002, -7.43073617392e+001
+3.58165158000e+005, +2.56827115074e+002, -7.43035120315e+001
+3.58630950000e+005, +2.54551451659e+002, -7.42634846557e+001
+3.59097348000e+005, +2.52041550590e+002, -7.40494339915e+001
+3.59564353000e+005, +2.49853822642e+002, -7.36561674902e+001
+3.60031965000e+005, +2.48207014762e+002, -7.31439267926e+001
+3.60500185000e+005, +2.47247064412e+002, -7.25853893310e+001
+3.60969014000e+005, +2.46666687406e+002, -7.20137130382e+001
+3.61438453000e+005, +2.46648552568e+002, -7.13896634140e+001
+3.61908502000e+005, +2.47189608825e+002, -7.07905074711e+001
+3.62379162000e+005, +2.48029735481e+002, -7.01700180876e+001
+3.62850435000e+005, +2.49703207706e+002, -6.94245904192e+001
+3.63322321000e+005, +2.53244929616e+002, -6.87822786094e+001
+3.63794820000e+005, +2.57804704598e+002, -6.85616973397e+001
+3.64267933000e+005, +2.62150850172e+002, -6.86626139075e+001
+3.64741662000e+005, +2.66177260874e+002, -6.89943057817e+001
+3.65216007000e+005, +2.69685557261e+002, -6.95265706099e+001
+3.65690969000e+005, +2.72485991189e+002, -7.01619674411e+001
+3.66166549000e+005, +2.74997158944e+002, -7.09340138233e+001
+3.66642747000e+005, +2.76346116545e+002, -7.19113751596e+001
+3.67119564000e+005, +2.75865893345e+002, -7.28586773916e+001
+3.67597002000e+005, +2.74378205965e+002, -7.35550003076e+001
+3.68075060000e+005, +2.73169218008e+002, -7.40570910579e+001
+3.68553740000e+005, +2.72156292953e+002, -7.45905843172e+001
+3.69033043000e+005, +2.70406551399e+002, -7.51094082199e+001
+3.69512969000e+005, +2.68491097483e+002, -7.54210098869e+001
+3.69993519000e+005, +2.67088190986e+002, -7.56666839683e+001
+3.70474694000e+005, +2.65746600912e+002, -7.59200784352e+001
+3.70956495000e+005, +2.64375751198e+002, -7.61310253519e+001
+3.71438922000e+005, +2.63098652353e+002, -7.62852377445e+001
+3.71921977000e+005, +2.62294888979e+002, -7.64092492835e+001
+3.72405660000e+005, +2.61489431107e+002, -7.66812286680e+001
+3.72889972000e+005, +2.60021233795e+002, -7.68308152849e+001
+3.73374914000e+005, +2.59354158407e+002, -7.68915372777e+001
+3.73860486000e+005, +2.58835816602e+002, -7.70638534453e+001
+3.74346690000e+005, +2.58360260201e+002, -7.72336834315e+001
+3.74833527000e+005, +2.58058225898e+002, -7.74836852085e+001
+3.75320996000e+005, +2.57495006544e+002, -7.78086583945e+001
+3.75809100000e+005, +2.56682802641e+002, -7.81458798227e+001
+3.76297838000e+005, +2.55489307638e+002, -7.85063160275e+001
+3.76787212000e+005, +2.54053720946e+002, -7.88101564451e+001
+3.77277222000e+005, +2.52571619249e+002, -7.90946614437e+001
+3.77767869000e+005, +2.50897031496e+002, -7.93473962534e+001
+3.78259155000e+005, +2.49207535695e+002, -7.95379053912e+001
+3.78751079000e+005, +2.47649625659e+002, -7.97132544251e+001
+3.79243644000e+005, +2.46079005238e+002, -7.99241787224e+001
+3.79736848000e+005, +2.44201312060e+002, -8.01530302597e+001
+3.80230695000e+005, +2.41817249690e+002, -8.03107408000e+001
+3.80725183000e+005, +2.39357687819e+002, -8.03185166974e+001
+3.81220315000e+005, +2.37108482156e+002, -8.01692544436e+001
+3.81716090000e+005, +2.35476560101e+002, -7.99513545037e+001
+3.82212510000e+005, +2.34341766475e+002, -7.97352591478e+001
+3.82709576000e+005, +2.33445725937e+002, -7.95464725344e+001
+3.83207288000e+005, +2.32931885778e+002, -7.93677292022e+001
+3.83705648000e+005, +2.32723131536e+002, -7.92714455968e+001
+3.84204655000e+005, +2.32552527160e+002, -7.92960431747e+001
+3.84704312000e+005, +2.32060978629e+002, -7.93689116891e+001
+3.85204618000e+005, +2.31453831419e+002, -7.94350380637e+001
+3.85705575000e+005, +2.30850575585e+002, -7.95021831006e+001
+3.86207184000e+005, +2.30256170188e+002, -7.95960601030e+001
+3.86709445000e+005, +2.29623712311e+002, -7.97355278932e+001
+3.87212359000e+005, +2.28744839836e+002, -7.99089702456e+001
+3.87715927000e+005, +2.27651143877e+002, -8.00751792953e+001
+3.88220150000e+005, +2.26402191310e+002, -8.02233775386e+001
+3.88725028000e+005, +2.24939422173e+002, -8.03497604152e+001
+3.89230564000e+005, +2.23416167922e+002, -8.04193166280e+001
+3.89736756000e+005, +2.21834312014e+002, -8.04647772044e+001
+3.90243608000e+005, +2.20152795831e+002, -8.04445682531e+001
+3.90751118000e+005, +2.18597017289e+002, -8.03651998353e+001
+3.91259288000e+005, +2.17105096427e+002, -8.02624569667e+001
+3.91768119000e+005, +2.15733511644e+002, -8.01148304969e+001
+3.92277612000e+005, +2.14535653771e+002, -7.99590154638e+001
+3.92787767000e+005, +2.13379945127e+002, -7.97923899332e+001
+3.93298586000e+005, +2.12421007848e+002, -7.96214819393e+001
+3.93810069000e+005, +2.11466081576e+002, -7.95116551042e+001
+3.94322218000e+005, +2.10168151398e+002, -7.93869455886e+001
+3.94835032000e+005, +2.08888136498e+002, -7.91297091059e+001
+3.95348513000e+005, +2.08034017885e+002, -7.88490268006e+001
+3.95862663000e+005, +2.07274242701e+002, -7.86194398089e+001
+3.96377480000e+005, +2.06401691520e+002, -7.83823369549e+001
+3.96892968000e+005, +2.05539228736e+002, -7.80623144603e+001
+3.97409125000e+005, +2.05043750392e+002, -7.76927089765e+001
+3.97925954000e+005, +2.04926924713e+002, -7.73396011660e+001
+3.98443455000e+005, +2.05051879487e+002, -7.70712739146e+001
+3.98961629000e+005, +2.05194700941e+002, -7.68829244316e+001
+3.99480477000e+005, +2.05174228712e+002, -7.67560086112e+001
+4.00000000000e+005, +2.04926099223e+002, -7.66250304237e+001
END
