!Keysight Technologies,E4990A,MY54302532,A.03.02
!Date: Wed May 07 10:40:02 2025

BEGIN CH1_DATA
Frequency(Hz), R(Ohm)-data, X(Ohm)-data
+2.57130367000e+005, +1.76631845980e+002, -3.60510184558e+002
+2.57464764000e+005, +1.65771541650e+002, -3.56934181412e+002
+2.57799595000e+005, +1.57438958542e+002, -3.53205911210e+002
+2.58134863000e+005, +1.50446866067e+002, -3.50004601010e+002
+2.58470566000e+005, +1.43285485338e+002, -3.47158774344e+002
+2.58806706000e+005, +1.36435001454e+002, -3.43659524464e+002
+2.59143283000e+005, +1.29850430589e+002, -3.39471970666e+002
+2.59480298000e+005, +1.24744065875e+002, -3.34093549946e+002
+2.59817751000e+005, +1.21624994916e+002, -3.29269929249e+002
+2.60155643000e+005, +1.18960580021e+002, -3.25616723141e+002
+2.60493974000e+005, +1.16083966508e+002, -3.23332338639e+002
+2.60832746000e+005, +1.14047253358e+002, -3.19509140051e+002
+2.61171957000e+005, +1.12683996476e+002, -3.16913540040e+002
+2.61511610000e+005, +1.10716143746e+002, -3.14900446640e+002
+2.61851705000e+005, +1.08495309559e+002, -3.12492580586e+002
+2.62192242000e+005, +1.07208117117e+002, -3.09851312682e+002
+2.62533222000e+005, +1.06365992564e+002, -3.08652095446e+002
+2.62874646000e+005, +1.04057226855e+002, -3.08197457977e+002
+2.63216513000e+005, +1.00788868418e+002, -3.06439895414e+002
+2.63558825000e+005, +9.84606629614e+001, -3.03363183720e+002
+2.63901582000e+005, +9.74284078475e+001, -3.00991163175e+002
+2.64244785000e+005, +9.58250672486e+001, -2.99360456322e+002
+2.64588434000e+005, +9.42443309106e+001, -2.97386927860e+002
+2.64932530000e+005, +9.27203317494e+001, -2.95420541781e+002
+2.65277074000e+005, +9.13679717906e+001, -2.93238984404e+002
+2.65622066000e+005, +9.06340160798e+001, -2.91120890295e+002
+2.65967506000e+005, +9.02892746534e+001, -2.89891772180e+002
+2.66313396000e+005, +8.91022532314e+001, -2.89659691397e+002
+2.66659735000e+005, +8.68386364902e+001, -2.88582318870e+002
+2.67006525000e+005, +8.51960910859e+001, -2.86876857158e+002
+2.67353766000e+005, +8.36092406003e+001, -2.85427523937e+002
+2.67701459000e+005, +8.18890649264e+001, -2.83731122787e+002
+2.68049603000e+005, +8.02440353469e+001, -2.81850465851e+002
+2.68398201000e+005, +7.87611908330e+001, -2.79745525192e+002
+2.68747251000e+005, +7.76612177176e+001, -2.77555645468e+002
+2.69096756000e+005, +7.68635956637e+001, -2.75746009188e+002
+2.69446715000e+005, +7.57409396155e+001, -2.74221317206e+002
+2.69797130000e+005, +7.42935127105e+001, -2.72404578188e+002
+2.70148000000e+005, +7.29992118432e+001, -2.70263663693e+002
+2.70499326000e+005, +7.18652040174e+001, -2.68033903886e+002
+2.70851109000e+005, +7.11273232972e+001, -2.65559778964e+002
+2.71203350000e+005, +7.09108359691e+001, -2.63471092349e+002
+2.71556049000e+005, +7.02287845227e+001, -2.62116853387e+002
+2.71909206000e+005, +6.88834719448e+001, -2.60335651206e+002
+2.72262823000e+005, +6.75734536105e+001, -2.57909230245e+002
+2.72616900000e+005, +6.66859055074e+001, -2.54963491447e+002
+2.72971437000e+005, +6.65255795885e+001, -2.51992689302e+002
+2.73326435000e+005, +6.66742416736e+001, -2.49423641155e+002
+2.73681895000e+005, +6.67682708308e+001, -2.46933954586e+002
+2.74037817000e+005, +6.72289862265e+001, -2.44307009994e+002
+2.74394202000e+005, +6.80575104417e+001, -2.42098095848e+002
+2.74751051000e+005, +6.89470847094e+001, -2.40210151845e+002
+2.75108364000e+005, +6.97814697476e+001, -2.38722297362e+002
+2.75466141000e+005, +7.03487857971e+001, -2.37291775158e+002
+2.75824384000e+005, +7.10590298539e+001, -2.35893283686e+002
+2.76183092000e+005, +7.17276857675e+001, -2.34945554446e+002
+2.76542267000e+005, +7.19052350033e+001, -2.34184089470e+002
+2.76901909000e+005, +7.15875253277e+001, -2.33222310887e+002
+2.77262019000e+005, +7.13188387996e+001, -2.31695802877e+002
+2.77622597000e+005, +7.13742050177e+001, -2.30261750969e+002
+2.77983644000e+005, +7.12406705349e+001, -2.29060940907e+002
+2.78345161000e+005, +7.06310932115e+001, -2.27587512161e+002
+2.78707147000e+005, +7.00572706515e+001, -2.25420506652e+002
+2.79069605000e+005, +6.99158495358e+001, -2.22786615538e+002
+2.79432534000e+005, +7.05069105774e+001, -2.19899411118e+002
+2.79795935000e+005, +7.18188561658e+001, -2.17520453201e+002
+2.80159808000e+005, +7.31456921584e+001, -2.15719815910e+002
+2.80524155000e+005, +7.43914898253e+001, -2.14220366904e+002
+2.80888975000e+005, +7.54115735357e+001, -2.12891273008e+002
+2.81254270000e+005, +7.63698786071e+001, -2.11588205402e+002
+2.81620040000e+005, +7.70647371995e+001, -2.10220857699e+002
+2.81986286000e+005, +7.79487687199e+001, -2.08421877502e+002
+2.82353008000e+005, +7.92913621484e+001, -2.06638214399e+002
+2.82720207000e+005, +8.09529360899e+001, -2.05184700591e+002
+2.83087883000e+005, +8.27027147470e+001, -2.04040355930e+002
+2.83456038000e+005, +8.45428143044e+001, -2.03452577908e+002
+2.83824671000e+005, +8.56768402452e+001, -2.03369408409e+002
+2.84193784000e+005, +8.63266871696e+001, -2.02879692190e+002
+2.84563377000e+005, +8.69136636801e+001, -2.02115013363e+002
+2.84933450000e+005, +8.75791166564e+001, -2.01075115297e+002
+2.85304005000e+005, +8.85605095638e+001, -2.00031070517e+002
+2.85675042000e+005, +8.93838324608e+001, -1.99199053481e+002
+2.86046561000e+005, +9.00173213431e+001, -1.98015001826e+002
+2.86418563000e+005, +9.10740807932e+001, -1.96343716630e+002
+2.86791050000e+005, +9.29778097163e+001, -1.94819237840e+002
+2.87164020000e+005, +9.54627268494e+001, -1.94170278180e+002
+2.87537476000e+005, +9.72590633463e+001, -1.94803493229e+002
+2.87911417000e+005, +9.76807892838e+001, -1.95154340024e+002
+2.88285845000e+005, +9.79618716295e+001, -1.94472712973e+002
+2.88660759000e+005, +9.88501378199e+001, -1.93657791948e+002
+2.89036161000e+005, +9.95536093377e+001, -1.92954112094e+002
+2.89412052000e+005, +1.00314716987e+002, -1.91918763102e+002
+2.89788431000e+005, +1.01192165827e+002, -1.90651054116e+002
+2.90165300000e+005, +1.02451419967e+002, -1.89145429671e+002
+2.90542658000e+005, +1.04142248875e+002, -1.87658111875e+002
+2.90920508000e+005, +1.06229012901e+002, -1.86286447294e+002
+2.91298849000e+005, +1.08646458834e+002, -1.85289119791e+002
+2.91677682000e+005, +1.10906531443e+002, -1.84419277507e+002
+2.92057007000e+005, +1.13934618886e+002, -1.83211908295e+002
+2.92436826000e+005, +1.18032446543e+002, -1.83515939710e+002
+2.92817139000e+005, +1.20756532044e+002, -1.85646690684e+002
+2.93197947000e+005, +1.21211092299e+002, -1.86877613533e+002
+2.93579249000e+005, +1.22190778300e+002, -1.85780203347e+002
+2.93961048000e+005, +1.25212667025e+002, -1.84732672223e+002
+2.94343343000e+005, +1.28894079361e+002, -1.84699935168e+002
+2.94726135000e+005, +1.32986515264e+002, -1.85818897895e+002
+2.95109426000e+005, +1.37250264165e+002, -1.87665871408e+002
+2.95493214000e+005, +1.40826117931e+002, -1.91367750547e+002
+2.95877502000e+005, +1.43545474905e+002, -1.95849185992e+002
+2.96262289000e+005, +1.44419997707e+002, -2.01408301813e+002
+2.96647577000e+005, +1.42807892997e+002, -2.06040402544e+002
+2.97033366000e+005, +1.40510456480e+002, -2.08778295209e+002
+2.97419657000e+005, +1.38326434104e+002, -2.10043497053e+002
+2.97806450000e+005, +1.37146612226e+002, -2.10319883165e+002
+2.98193746000e+005, +1.36906856008e+002, -2.10575365320e+002
+2.98581546000e+005, +1.37487281645e+002, -2.11324507239e+002
+2.98969850000e+005, +1.38054725438e+002, -2.13297179176e+002
+2.99358659000e+005, +1.37190610601e+002, -2.15638775469e+002
+2.99747973000e+005, +1.36085786422e+002, -2.16902859306e+002
+3.00137794000e+005, +1.35386161412e+002, -2.18572470792e+002
+3.00528122000e+005, +1.33686224664e+002, -2.20496693142e+002
+3.00918958000e+005, +1.31066081361e+002, -2.21512051096e+002
+3.01310302000e+005, +1.28467873423e+002, -2.21111745763e+002
+3.01702155000e+005, +1.27003763562e+002, -2.19748805960e+002
+3.02094517000e+005, +1.26658579618e+002, -2.18984541869e+002
+3.02487390000e+005, +1.25800868582e+002, -2.18886128439e+002
+3.02880773000e+005, +1.24466838243e+002, -2.17982080406e+002
+3.03274669000e+005, +1.23752127967e+002, -2.16144451185e+002
+3.03669076000e+005, +1.24108967651e+002, -2.13873372748e+002
+3.04063996000e+005, +1.26262128013e+002, -2.11336621956e+002
+3.04459430000e+005, +1.30891981476e+002, -2.10659884514e+002
+3.04855379000e+005, +1.35531548326e+002, -2.14355125615e+002
+3.05251842000e+005, +1.35848848163e+002, -2.20069344320e+002
+3.05648821000e+005, +1.33776997181e+002, -2.23689110728e+002
+3.06046316000e+005, +1.31474235777e+002, -2.26364501892e+002
+3.06444328000e+005, +1.28455804109e+002, -2.28411925172e+002
+3.06842857000e+005, +1.25437077120e+002, -2.29582721473e+002
+3.07241905000e+005, +1.21745562198e+002, -2.30961296129e+002
+3.07641472000e+005, +1.16615539146e+002, -2.30819270469e+002
+3.08041558000e+005, +1.11785103527e+002, -2.28144734958e+002
+3.08442165000e+005, +1.08582306925e+002, -2.24479479171e+002
+3.08843293000e+005, +1.07106856414e+002, -2.19553865884e+002
+3.09244942000e+005, +1.07253354432e+002, -2.17297338177e+002
+3.09647114000e+005, +1.04504726332e+002, -2.14618388580e+002
+3.10049809000e+005, +1.04660806841e+002, -2.08724589113e+002
+3.10453027000e+005, +1.05540617010e+002, -2.03746763189e+002
+3.10856770000e+005, +1.09449408137e+002, -1.99949048495e+002
+3.11261038000e+005, +1.11577314761e+002, -1.97617830392e+002
+3.11665832000e+005, +1.14077958784e+002, -1.94879313322e+002
+3.12071152000e+005, +1.18019098751e+002, -1.92226563796e+002
+3.12476999000e+005, +1.22935563142e+002, -1.91645891893e+002
+3.12883374000e+005, +1.26704904152e+002, -1.93120815041e+002
+3.13290278000e+005, +1.28727031999e+002, -1.94994523417e+002
+3.13697711000e+005, +1.29449656447e+002, -1.95790322212e+002
+3.14105673000e+005, +1.30373456236e+002, -1.95627816555e+002
+3.14514166000e+005, +1.31071591867e+002, -1.95103520636e+002
+3.14923191000e+005, +1.32641555309e+002, -1.93964972758e+002
+3.15332747000e+005, +1.34537386754e+002, -1.93810826684e+002
+3.15742836000e+005, +1.35352054754e+002, -1.93186950565e+002
+3.16153458000e+005, +1.36929373076e+002, -1.91073788100e+002
+3.16564614000e+005, +1.40765687122e+002, -1.88726225673e+002
+3.16976305000e+005, +1.46129568792e+002, -1.88079748047e+002
+3.17388532000e+005, +1.51381232083e+002, -1.88849299709e+002
+3.17801294000e+005, +1.56709986123e+002, -1.90907420232e+002
+3.18214594000e+005, +1.60494578609e+002, -1.94722212233e+002
+3.18628430000e+005, +1.61510321889e+002, -1.98343078945e+002
+3.19042805000e+005, +1.61240381450e+002, -1.99627567226e+002
+3.19457719000e+005, +1.62599328246e+002, -1.99159458686e+002
+3.19873173000e+005, +1.65663536620e+002, -1.99438116984e+002
+3.20289166000e+005, +1.68775977629e+002, -2.00329065347e+002
+3.20705701000e+005, +1.72691473304e+002, -2.01258582941e+002
+3.21122777000e+005, +1.77515012538e+002, -2.03018657597e+002
+3.21540396000e+005, +1.82776939826e+002, -2.06321669894e+002
+3.21958558000e+005, +1.87227781471e+002, -2.10780126711e+002
+3.22377264000e+005, +1.91667810625e+002, -2.15991299916e+002
+3.22796514000e+005, +1.95115320942e+002, -2.23240541465e+002
+3.23216310000e+005, +1.95859746003e+002, -2.31254101557e+002
+3.23636651000e+005, +1.94515814782e+002, -2.37861448187e+002
+3.24057539000e+005, +1.93315601750e+002, -2.42617924612e+002
+3.24478975000e+005, +1.93266657861e+002, -2.47764240223e+002
+3.24900959000e+005, +1.92107617835e+002, -2.54281677907e+002
+3.25323491000e+005, +1.88990199004e+002, -2.60121902451e+002
+3.25746573000e+005, +1.85894144234e+002, -2.64046760758e+002
+3.26170205000e+005, +1.84208711400e+002, -2.68281738224e+002
+3.26594388000e+005, +1.81637408485e+002, -2.74452662232e+002
+3.27019122000e+005, +1.76181454743e+002, -2.80246829814e+002
+3.27444410000e+005, +1.69527656793e+002, -2.83437039373e+002
+3.27870250000e+005, +1.63877547647e+002, -2.84606133268e+002
+3.28296644000e+005, +1.59525341628e+002, -2.85547175995e+002
+3.28723592000e+005, +1.55411875105e+002, -2.86816701881e+002
+3.29151096000e+005, +1.51005385172e+002, -2.88363434164e+002
+3.29579155000e+005, +1.45707387026e+002, -2.89418163151e+002
+3.30007772000e+005, +1.39804449669e+002, -2.89180728030e+002
+3.30436945000e+005, +1.34310580440e+002, -2.86741842448e+002
+3.30866677000e+005, +1.31381564481e+002, -2.83009237678e+002
+3.31296968000e+005, +1.30847637809e+002, -2.80414058800e+002
+3.31727818000e+005, +1.31172583537e+002, -2.80009139877e+002
+3.32159229000e+005, +1.30247998446e+002, -2.81768192588e+002
+3.32591201000e+005, +1.27055853461e+002, -2.83239831139e+002
+3.33023734000e+005, +1.23236789476e+002, -2.83477264550e+002
+3.33456830000e+005, +1.19336876303e+002, -2.82625452254e+002
+3.33890489000e+005, +1.15904127171e+002, -2.81102361398e+002
+3.34324713000e+005, +1.12760009415e+002, -2.79118169784e+002
+3.34759501000e+005, +1.10217456789e+002, -2.76606003414e+002
+3.35194854000e+005, +1.08147142378e+002, -2.74026558310e+002
+3.35630773000e+005, +1.06429870102e+002, -2.71030102376e+002
+3.36067260000e+005, +1.05829648116e+002, -2.67714029581e+002
+3.36504314000e+005, +1.06166875451e+002, -2.65143727926e+002
+3.36941936000e+005, +1.06455686787e+002, -2.63177349299e+002
+3.37380128000e+005, +1.07018244449e+002, -2.60964842408e+002
+3.37818889000e+005, +1.08520373326e+002, -2.59059948376e+002
+3.38258222000e+005, +1.10583297534e+002, -2.58038820327e+002
+3.38698125000e+005, +1.12709258000e+002, -2.58061282220e+002
+3.39138600000e+005, +1.14533376052e+002, -2.59191427181e+002
+3.39579649000e+005, +1.15291495530e+002, -2.60614878012e+002
+3.40021271000e+005, +1.15972816065e+002, -2.61740994883e+002
+3.40463467000e+005, +1.16580108452e+002, -2.63596916248e+002
+3.40906238000e+005, +1.16209814662e+002, -2.65689051192e+002
+3.41349585000e+005, +1.15363677751e+002, -2.67318489340e+002
+3.41793509000e+005, +1.14370774455e+002, -2.68749470407e+002
+3.42238010000e+005, +1.13482356854e+002, -2.70231928384e+002
+3.42683089000e+005, +1.11898379470e+002, -2.71921870572e+002
+3.43128747000e+005, +1.10117705250e+002, -2.72845377816e+002
+3.43574985000e+005, +1.08784947005e+002, -2.73965967127e+002
+3.44021803000e+005, +1.06902413497e+002, -2.75454395031e+002
+3.44469202000e+005, +1.04472697884e+002, -2.76886252852e+002
+3.44917182000e+005, +1.01109034800e+002, -2.77959191701e+002
+3.45365746000e+005, +9.74412885916e+001, -2.77825826054e+002
+3.45814893000e+005, +9.40824213655e+001, -2.76893322367e+002
+3.46264623000e+005, +9.11116310840e+001, -2.75111467222e+002
+3.46714939000e+005, +8.91305793680e+001, -2.72848955312e+002
+3.47165840000e+005, +8.79872030606e+001, -2.71100497408e+002
+3.47617328000e+005, +8.67562960611e+001, -2.69816917419e+002
+3.48069403000e+005, +8.54312508913e+001, -2.68265817139e+002
+3.48522066000e+005, +8.45775845916e+001, -2.66608496086e+002
+3.48975317000e+005, +8.38324320003e+001, -2.65202239372e+002
+3.49429158000e+005, +8.32692665145e+001, -2.63579276559e+002
+3.49883590000e+005, +8.34001385961e+001, -2.62119372299e+002
+3.50338612000e+005, +8.39038854813e+001, -2.61500264821e+002
+3.50794226000e+005, +8.38655392413e+001, -2.61801267187e+002
+3.51250432000e+005, +8.30127842633e+001, -2.61982837314e+002
+3.51707232000e+005, +8.17388855117e+001, -2.61718438018e+002
+3.52164626000e+005, +8.05017543740e+001, -2.60868851451e+002
+3.52622614000e+005, +7.98224805904e+001, -2.59863249664e+002
+3.53081199000e+005, +7.95088190023e+001, -2.59283965057e+002
+3.53540379000e+005, +7.87315368120e+001, -2.58929443219e+002
+3.54000157000e+005, +7.78712358962e+001, -2.58290777967e+002
+3.54460533000e+005, +7.72146108043e+001, -2.57688873248e+002
+3.54921507000e+005, +7.63304560098e+001, -2.57226645059e+002
+3.55383081000e+005, +7.52532179185e+001, -2.56721504520e+002
+3.55845255000e+005, +7.38363618217e+001, -2.56071828915e+002
+3.56308031000e+005, +7.21615503270e+001, -2.54782953783e+002
+3.56771408000e+005, +7.08475579165e+001, -2.52850946749e+002
+3.57235388000e+005, +7.01863933274e+001, -2.50693619532e+002
+3.57699971000e+005, +6.99882374389e+001, -2.48904292312e+002
+3.58165158000e+005, +6.95174709191e+001, -2.47251764146e+002
+3.58630950000e+005, +6.90652346982e+001, -2.45009291714e+002
+3.59097348000e+005, +6.92747986067e+001, -2.42326266105e+002
+3.59564353000e+005, +7.03352304099e+001, -2.39697820272e+002
+3.60031965000e+005, +7.20127920776e+001, -2.37501588906e+002
+3.60500185000e+005, +7.40534256247e+001, -2.35901189845e+002
+3.60969014000e+005, +7.61793812030e+001, -2.34648502016e+002
+3.61438453000e+005, +7.86891724892e+001, -2.33776764567e+002
+3.61908502000e+005, +8.12887903961e+001, -2.33425690692e+002
+3.62379162000e+005, +8.41083988009e+001, -2.33265143890e+002
+3.62850435000e+005, +8.77516025819e+001, -2.33701510500e+002
+3.63322321000e+005, +9.16584182242e+001, -2.36025832298e+002
+3.63794820000e+005, +9.42526730309e+001, -2.39873439095e+002
+3.64267933000e+005, +9.54367969850e+001, -2.44106528160e+002
+3.64741662000e+005, +9.55139264497e+001, -2.48401289440e+002
+3.65216007000e+005, +9.44457579466e+001, -2.52586599867e+002
+3.65690969000e+005, +9.26283978809e+001, -2.56276202730e+002
+3.66166549000e+005, +8.99705802876e+001, -2.59900449065e+002
+3.66642747000e+005, +8.59542935294e+001, -2.62703220305e+002
+3.67119564000e+005, +8.14468793717e+001, -2.63661381594e+002
+3.67597002000e+005, +7.77715680275e+001, -2.63255628536e+002
+3.68075060000e+005, +7.51079449428e+001, -2.62762831016e+002
+3.68553740000e+005, +7.23354554977e+001, -2.62506474511e+002
+3.69033043000e+005, +6.94866793995e+001, -2.61409149635e+002
+3.69512969000e+005, +6.75800205418e+001, -2.59916655637e+002
+3.69993519000e+005, +6.61233638459e+001, -2.58835091750e+002
+3.70474694000e+005, +6.46075512335e+001, -2.57810741652e+002
+3.70956495000e+005, +6.33047714444e+001, -2.56679528226e+002
+3.71438922000e+005, +6.23191212107e+001, -2.55550831355e+002
+3.71921977000e+005, +6.16163878849e+001, -2.54881232722e+002
+3.72405660000e+005, +6.02782259551e+001, -2.54378657020e+002
+3.72889972000e+005, +5.92918268341e+001, -2.53142909612e+002
+3.73374914000e+005, +5.88545936575e+001, -2.52564805195e+002
+3.73860486000e+005, +5.80077284011e+001, -2.52223940699e+002
+3.74346690000e+005, +5.71640900089e+001, -2.51923566448e+002
+3.74833527000e+005, +5.60246020797e+001, -2.51906872137e+002
+3.75320996000e+005, +5.44896327486e+001, -2.51679836647e+002
+3.75809100000e+005, +5.28039607192e+001, -2.51229845026e+002
+3.76297838000e+005, +5.10082354207e+001, -2.50413063048e+002
+3.76787212000e+005, +4.93748656123e+001, -2.49279925794e+002
+3.77277222000e+005, +4.78714839050e+001, -2.48064626174e+002
+3.77767869000e+005, +4.64403190676e+001, -2.46638644265e+002
+3.78259155000e+005, +4.53000338862e+001, -2.45126737553e+002
+3.78751079000e+005, +4.42470356036e+001, -2.43745324549e+002
+3.79243644000e+005, +4.30833857327e+001, -2.42341615472e+002
+3.79736848000e+005, +4.17798027535e+001, -2.40637396444e+002
+3.80230695000e+005, +4.07301599709e+001, -2.38420030741e+002
+3.80725183000e+005, +4.02816954355e+001, -2.35988182926e+002
+3.81220315000e+005, +4.05269515354e+001, -2.33668629895e+002
+3.81716090000e+005, +4.11225512219e+001, -2.31903968984e+002
+3.82212510000e+005, +4.17660582872e+001, -2.30629601445e+002
+3.82709576000e+005, +4.23800118766e+001, -2.29599868355e+002
+3.83207288000e+005, +4.30079368212e+001, -2.28955926271e+002
+3.83705648000e+005, +4.33544801627e+001, -2.28678358920e+002
+3.84204655000e+005, +4.32356751535e+001, -2.28532289259e+002
+3.84704312000e+005, +4.28416808770e+001, -2.28119579920e+002
+3.85204618000e+005, +4.24587636275e+001, -2.27568354087e+002
+3.85705575000e+005, +4.20951094468e+001, -2.27027109532e+002
+3.86207184000e+005, +4.16113201069e+001, -2.26545913092e+002
+3.86709445000e+005, +4.09394352406e+001, -2.26020090184e+002
+3.87212359000e+005, +4.00764209974e+001, -2.25272614860e+002
+3.87715927000e+005, +3.92292981623e+001, -2.24299211322e+002
+3.88220150000e+005, +3.84178858500e+001, -2.23160520873e+002
+3.88725028000e+005, +3.76862102444e+001, -2.21803839396e+002
+3.89230564000e+005, +3.71635521999e+001, -2.20321994908e+002
+3.89736756000e+005, +3.67076506808e+001, -2.18779900021e+002
+3.90243608000e+005, +3.65037788860e+001, -2.17050287949e+002
+3.90751118000e+005, +3.65764364618e+001, -2.15428378603e+002
+3.91259288000e+005, +3.67461860628e+001, -2.13892798699e+002
+3.91768119000e+005, +3.70979578393e+001, -2.12463999196e+002
+3.92277612000e+005, +3.74564771612e+001, -2.11215412387e+002
+3.92787767000e+005, +3.78706863313e+001, -2.10001494830e+002
+3.93298586000e+005, +3.83088102981e+001, -2.08965684527e+002
+3.93810069000e+005, +3.85201531987e+001, -2.07957068869e+002
+3.94322218000e+005, +3.87206618270e+001, -2.06603092184e+002
+3.94835032000e+005, +3.93821117028e+001, -2.05169316947e+002
+3.95348513000e+005, +4.02212495382e+001, -2.04122000331e+002
+3.95862663000e+005, +4.09007054770e+001, -2.03184401387e+002
+3.96377480000e+005, +4.15762784344e+001, -2.02166232631e+002
+3.96892968000e+005, +4.25360287557e+001, -2.01061036973e+002
+3.97409125000e+005, +4.37457234343e+001, -2.00303718278e+002
+3.97925954000e+005, +4.49642965876e+001, -1.99890293299e+002
+3.98443455000e+005, +4.59531874478e+001, -1.99820138269e+002
+3.98961629000e+005, +4.66379428575e+001, -1.99805369046e+002
+3.99480477000e+005, +4.70806987734e+001, -1.99675656285e+002
+4.00000000000e+005, +4.75068381669e+001, -1.99329494890e+002
END
